servei,id,nom,lat,lon,bicis,espais,canvi_rapid
Bicing,0df71ec07a30c424811aed381fbd0c2c,"C/ DIPUTACIÓ, 200",41.3857425,2.1610515,9,16,9
Bicing,0e3c6e1e8a235e4f609e6576314a8439,"C/ PUJADES, 57B",41.3958685,2.192952,21,1,1
Bicing,0f0b15d3a81bb3204cc64850518884e6,"C/ VILADOMAT, 244",41.3875712,2.1469336,2,25,2
Bicing,0f4ff722a51882a7792b8e3802178dc0,"C/ NÀPOLS, 125",41.3957813,2.1787074,20,11,11
Bicing,0f850a848dad56671cf211f1684580b8,"PG. FABRA I PUIG, 385",41.4333259,2.1629258,4,24,4
Bicing,0f9fe229cef0441785dc69de17b17418,"C/ GARRIGA I ROCA, 2",41.4191957,2.1718497,7,7,7
Bicing,101580d3395e059b4d12769a5d25d212,"C/ DIPUTACIÓ, 272",41.39161170092347,2.1689031978751205,13,14,13
Bicing,108f46fa37b199e3a56017d8ae34309e,"C/ SANT ISCLE, 60",41.433384,2.1716309,11,13,11
Bicing,10fc4e8d4de922b51c0ebdf29a61def8,"C/ DE BARTRINA, 14",41.4391174,2.1858025,20,3,3
Bicing,1139f0f7f91f6444cfaec68ec53b8433,"RAMBLA DE L'ONZE DE SETEMBRE, 31",41.4298991,2.1932159,23,5,5
Bicing,1161584f0cdec1e6c63e016824fe9db4,"AV. DIAGONAL, 672",41.3880355,2.1256248,2,30,2
Bicing,11d965aa22c062de75920e2666e720a4,"C/ AMILCAR, 1",41.4300161,2.1720191,5,6,5
Bicing,126463a86cb5fe5421dd27fed9c2c6bc,"C/ TARRAGONA, 141",41.3779613,2.1450491,11,8,8
Bicing,129546d3550305e9a5d2f725866b1667,"AV. JOSEP TARRADELLAS, 58",41.385004,2.1429115,3,15,3
Bicing,1369607dbd27029b530192d858bc0587,"PG. D'ENRIC SANCHIS, 33",41.4339212,2.2062245,10,15,10
Bicing,13b112063b8ee8e5475ddbd9e22539fb,"C/ CASANOVA, 139",41.3887127,2.1542277,15,14,14
Bicing,13cc3757d548c3d88d2cffe8fd10adac,"C/ MINERIA, 30",41.3649272,2.138599,5,10,5
Bicing,143a26af73018f0c2baf57f161c4df3c,"C/ CÒRSEGA, 216",41.3917666,2.1532163,10,22,10
Bicing,14facb5b151f405ddaa251d5e5a19680,"C/ JOSÉ DE  AGULLÓ, 9",41.3952027,2.1334873,2,22,2
Bicing,15175d0b3a62e7ab9b961b63cc527dea,"C/ VALLESPIR, 49",41.3796421,2.1368202,5,15,5
Bicing,152ba80b3ff3a4495a001e4e2ee3e50e,"C/ BRUC, 130",41.3969839,2.1661852,4,21,4
Bicing,1531183adae9d617f88b99b7056ae8f1,"C/ SAGUÉS, 1",41.3937414,2.1455022,6,22,6
Bicing,15603e849340dd9808548b709d679f56,"AV. RIO DE JANEIRO, 96",41.439692,2.182335,18,3,3
Bicing,16542042e0f60846cf29c95a67c22624,"C/ GRAN CAPITÀ, 9",41.3881262,2.1091535,2,22,2
Bicing,16a291fb985a60b7b1a195e5a20fd7f8,"C/ DE LES CORTS, 20",41.3854466,2.1288753,2,20,2
Bicing,1747e401e4657c8c550ffd30791cbfe5,"C/ SANCHO DE ÁVILA,  104 - C/ BADAJOZ",41.4003793,2.1924144,26,23,23
Bicing,1750df4f9a4a35c6fcdcb16d05a633b4,"C/ SANCHO DE ÁVILA, 170 / LLACUNA",41.4027907,2.1956161,3,20,3
Bicing,177691c9682b3cbc1b88eb02419d115d,PL. PAU VILA (D),41.381046,2.186576,33,9,9
Bicing,17e966aea4e9eaaaab7a77d5b59de955,AV. PARAL.LEL 164,41.3751866,2.1568773,6,10,6
Bicing,19177609459716eb56c7c72a5b5eb05c,"C/ DE BONAVISTA, 14",41.3983444,2.1598243,1,27,1
Bicing,196cd5717581af6bcee32f659e8bfb0a,"C/ ENRIC GRANADOS, 93",41.392135,2.1563542,11,14,11
Bicing,19d9cd8559c7ac1b0cb36b1f32708d41,"VIA AUGUSTA, 317",41.399017,2.124329,0,25,0
Bicing,1a05be16670c85752010f0efe4698995," PG. MARíTIM, 31 B (ANNEXA A LA  12)",41.3834753,2.194735,9,17,9
Bicing,1a670d1e045dd4d7733d85a8d2af7d9f,"C/ LEPANT,  278",41.4047056,2.1765126,2,18,2
Bicing,1af95e2acbba68a8b51a41615cc77042,"C/ MEJÍA LEQUERICA, 2",41.3819739,2.1268625,7,19,7
Bicing,1b5961d97851faaca78308b3afeef662,"AV.LITORAL, 84",41.3979002,2.2088454,10,15,10
Bicing,1b6c8a565030e3415310729ecda3071c,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,10,1,1
Bicing,1c3b749efc8354ce2fe1ca81e9b7a388,"GRAN VIA CORTS CATALANES, 760",41.3979779,2.1801069,29,16,16
Bicing,1e26d529b774405d07a7faa89bc2bbeb,"C/ GARCILASO, 77",41.4228449,2.1866363,3,8,3
Bicing,1f1b5a28741276e122f2ff81c30096ab,"AV. PARAL.LEL, 132",41.3750995,2.1613897,21,9,9
Bicing,1f6a881d188b0ee856f52612eb990a64,"C/ CAMÈLIES, 73",41.4134503,2.1631012,2,30,2
Bicing,1f6bcf57dac0a8e71974ad24678ed240,"TRAV. DE GRÀCIA, 92 / VIA AUGUSTA",41.3982304,2.1531031,5,11,5
Bicing,1f7b68ead83cf6ccc418c0cf0762ff90,"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,8,8,8
Bicing,1f91573279a4f9509a4957d52d1282eb,"C/ PAU ALCOVER, 94",41.401883,2.131524,1,24,1
Bicing,1f9e36d7f297b20aa6a1e64d491c7972,"RBLA. CATALUNYA, 47",41.3902625,2.164035,1,24,1
Bicing,202292284aa3e54a835a7d23b46736de,"C/ BAILÉN, 62",41.3952527,2.1730023,17,11,11
Bicing,20489f631072cc28555f2f9df8327ecd,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)",41.4050968,2.1569161,7,17,7
Bicing,205a69a8b9006b34c6170024516fa6ee,"C/ PUJADES, 173/RBLA POBLE NOU",41.4018686,2.20077,15,4,4
Bicing,206772325f1d9ef3f1d490a20debc2b0,"PL. DEL NORD, 5",41.4068417,2.1558354,0,18,0
Bicing,20914ed69983503fe161056b18b5af13,"C/ CIUTAT DE GRANADA, 168| AV.DIAGONAL",41.404511,2.189881,4,17,4
Bicing,209936f04819af74dbbbbb11324f1698,"PG. VALLDAURA, 171",41.4389014,2.1715576,9,14,9
Bicing,20b1df9310878ec699cf30978127aef4,"C/ CASANOVA, 55",41.3847738,2.1592566,15,11,11
Bicing,2131f17cce068654ea6dd796f6775cc9,"AV. PARAL.LEL, 98",41.3751767,2.1658972,16,2,2
Bicing,22b6aea1f7b692f680a79ee5c12af878,"PL. DELS JARDINS D'ALFÀBIA, 1",41.4373376,2.1740962,6,8,6
Bicing,22fab28014c789ae790f6cec7ce8696b,"C/ PABLO IGLESIAS, 21",41.443387,2.1813051,14,14,14
Bicing,2375a6bbc305836292db4b9459bad6c4,"C/ CUBELLES, 2",41.426078,2.1751572,8,17,8
Bicing,23908bbb2bc4fc7e610d008664f3e409,"C/ SARDENYA, 494",41.4107641,2.1640965,8,13,8
Bicing,23b6f7550b25fbd13f67b32e2bbde1e1,"C/ D'ESCORNALBOU, 51",41.4180789,2.1763994,2,15,2
Bicing,23be479e3ea0a96b3e62bfbde867a286,"C/ TARRAGONA,  159-173",41.379363,2.143868,1,17,1
Bicing,23cc6d49887a1bfeaf87ade0363487fd,"C/ ROSSELLÓ, 497 (xamfrà)",41.4081139,2.176757,2,16,2
Bicing,23f4d8de839b3faed12399069fc003bb,"C/ GOMBAU, 24",41.3872437,2.1793035,16,6,6
Bicing,24749fc9c12ae80014048d948ebcdcd6,"C/ BERLÍN, 38",41.3832609,2.1392662,3,23,3
Bicing,24ba194eff6a95e97d82e54e3dccaf63,C/ MUNNÉ  2-6,41.37541,2.1232547,9,18,9
Bicing,258702699a30e5e6ef91fc779acf10f7,"C/ ESTEVE TERRADAS, 42",41.4144967,2.1402433,4,22,4
Bicing,263c4d013e6517336c3a20c949bd1e31,"PG. FABRA I PUIG, 449",41.4388644,2.1657506,1,20,1
Bicing,26b8f6b463d3b12280093545d6d64c5f,PG. DE COLOM (VIA LAIETANA),41.380628,2.1821917,24,3,3
Bicing,2859e381ef181038d89fdc04ef067165,"C/ TARRAGONA, 103-115",41.3763948,2.1473272,15,17,15
Bicing,285fb40978472b0c0755ff451abf3dff,"C/ BAC DE RODA, 157",41.4113024,2.1987258,9,8,8
Bicing,296d8cf892209d45de2ffb6cd8bfc9ec,"C/ LAFORJA, 74-76",41.3976165,2.1471724,1,24,1
Bicing,2a09840707012491550b6807d25f2c84,"C/ DIPUTACIÓ, 373",41.3968391,2.1756598,12,14,12
Bicing,2ac4f6528d3b970a9fb266edd9776986,"C/ PUJADES, 121",41.3993329,2.1974184,25,9,9
Bicing,2aff2ad9ec4b1b84d6abd6492da2e4e6,"C/ BRUC, 66",41.393489,2.1707419,22,6,6
Bicing,2b7e06d5817b25f553679395011780ae,"C/ PAMPLONA, 116 (xamfrà)",41.399087231074645,2.1883941429222054,13,11,11
Bicing,2b993294c8972929fed281e92891f252,"C/ GRAN DE GRÀCIA, 91",41.4006862,2.1543317,4,12,4
Bicing,2cf57e9086d0eebfbba51e26c23d0c6e,"C/ TORRENT DE L'OLLA, 11",41.3989713,2.1606736,7,18,7
Bicing,2eba5bdf50133a1330d68bd60522da49,"C/ DE LES ESCOLES PIES, 99",41.4029965,2.1283866,0,26,0
Bicing,2fc82524d601d2b5a6e899ddb9fad45a,"PTGE. CALAFELL, 3",41.4237747,2.1546161,0,22,0
Bicing,30523ab4cbdb1282d68199e25f481983,"RAMBLA CATALUNYA, 133 /  CÒRSEGA",41.3953894,2.1572953,2,16,2
Bicing,305ae67218afaca2bbcb3ff18f48c766," AV. MARTÍ CODOLAR, 2 | COLL I ALENTORN",41.42499167950743,2.1481965604466424,0,20,0
Bicing,3074f74d1d0b376da926a2c7db3c7977,"C/ VALÈNCIA, 621",41.4108005,2.1872438,4,15,4
Bicing,30f67feaf5a06496a48c4faf1fe559df,"C/ SANTA AMÈLIA, 2",41.3935355,2.1231228,0,24,0
Bicing,31510e5643434782b828ba5d91cff7f0,"C/ SANT RAMON DE PENYAFORT, 1",41.4134833,2.2206913,28,21,21
Bicing,31db8a173f6808528f760738023a0d62,"AV. D'EDUARD MARISTANY, 1 /FORUM",41.4109763,2.2193724,19,13,13
Bicing,322b68b58c0cae1ff17acb1464eb2337,PG. DE COLOM - VIA LAIETANA,41.380624,2.1820675,20,2,2
Bicing,3265388081aa892ccb5c0730f388da9e,C/ JOSEP SAMITIER | AV. JOAN XXIII,41.3812111,2.1190863,0,25,0
Bicing,3285abf457eb641068daf1b4e5a778de,"AV. LITORAL, 40 (D)",41.3896642,2.1999572,28,18,18
Bicing,3360c263fd39ea95302bf51e7721067e,"C/ LLACUNA, 86",41.4022657,2.1976297,1,27,1
Bicing,34419711ca6f3df9e56a17c7f082b514,"C/ D'ALACANT, 12",41.4000778,2.1326911,2,24,2
Bicing,346a3f4d1e15c95fcf7abf4dd69cb0a7,"C/ LISBOA, 128",41.4267638,2.1521909,0,27,0
Bicing,34cdc33080951b4f34169e9b0de12e71,"C/ PERIODISTES, 9",41.422037,2.174401,1,16,1
Bicing,35dee580f2824b604e13f794b0c66262,"RAMBLA DEL RAVAL, 13",41.3793558,2.1689592,16,6,6
Bicing,35e66e698b6339913614094b36a65fc8,"C/ NOU DE LA RAMBLA, 164",41.3719688,2.1667829,5,18,5
Bicing,363c591f6e428ff1d478e80b6ae106b6,"C/ DE ROSSELLÓ I PORCEL, 1 | AV. MERIDIANA",41.4364887,2.1841014,16,13,13
Bicing,36a77ee7024d6a550a37897e26e1cc3d,"PL. JEAN GENET,  1",41.376735,2.1740082,12,4,4
Bicing,36bdd6c1fecf797cbdf1cc70c4a46a4b,"C/ MARINA, 199",41.4005784,2.1788855,19,11,11
Bicing,371fdbbe54ad9b4dad4c2348497188ea,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)",41.387696,2.1696543,3,18,3
Bicing,3816f07afcd45edd4822fe3147d18799,"C/ NOU BARRIS, 23",41.4480464,2.1775154,3,13,3
Bicing,386c55096475077ec2346c1a074a2f21,"C/ CASTELLA,  28 / DIAGONAL",41.4056269,2.1977119,14,9,9
Bicing,38ebb650dd9d97eed0737b715bc34c1a,"C/ ROC BORONAT, 134",41.4034967,2.1936584,13,29,13
Bicing,39a2c0f0f49e9e3449fc18a3215cfd88,"PG. BONANOVA, 100",41.400793,2.122889,2,20,2
Bicing,3a2ade138375fbb7e09bd97923442494,"C/ BOLIVIA, 120",41.4058109,2.1949461,13,10,10
Bicing,3b49ae2b98339c34d6fb46ce8f0fcc65,"C/ ROSSELLÓ, 453",41.4060589,2.1740472,7,20,7
Bicing,3c096aee00bf5fd600b60936a0fe3e52,"C/ CASANOVA, 119",41.387888,2.1552902,11,15,11
Bicing,3c743ecf94b93efe624e6495b8634440,"C/ SANTALÓ, 165",41.4009,2.13892,9,12,9
Bicing,3d0eb79ed109cc00dfd80dc5ed800cf5,"C/ JOAN GÜELL, 98",41.3812001,2.1323612,1,20,1
Bicing,3dbb2b93d9b68513c2c52e9c10e64aba,"C/ JUAN GRIS, 28",41.3653426,2.1331357,7,24,7
Bicing,3dc0ced3eb7d74f753eff203d02d79cd,"C/ ARGENTERA, 23",41.4117633,2.1453424,1,19,1
Bicing,3e5d559944765b0a79693f6177076ce1,"PG. FABRA I PUIG, 411",41.4357978,2.163872,0,27,0
Bicing,3fb21dc4e7e2869c4302ba1ba280f3b1,"C/ ENTENÇA, 301",41.38952,2.13862,2,22,2
Bicing,404e95fdd5b74e1e23f3c5726866ee29,"C/ PERE IV, 488",41.4148983,2.207186,12,10,10
Bicing,408725c15ad93ef162f0e92a0cfec7d1,"C/ LOPE DE VEGA, 79",41.4038902,2.2041137,12,14,12
Bicing,417ad16238c60e93946e9c620a3d8401,"C/ PALLARS, 504",41.4140598,2.2150487,10,14,10
Bicing,4221670311bebbea4f1f557ffcd04050,"C/ VIRIAT,  53",41.3808222,2.141539,0,19,0
Bicing,42dc5e1f94087c6cc143d7b6144a04a2,"AV. CAN MARCET, 36",41.4347859,2.147904,1,24,1
Bicing,431ed6d01c118a6b0295a8f949fe526a,"C/ WATT, 2",41.3754426,2.1398409,6,7,6
Bicing,43cd75e496ecd2187a03c10902556277,"GRAN VIA DE LES CORTS CATALANES, 632",41.3890626,2.1679313,7,6,6
Bicing,43cdddea3c798a5ce5c81ad93210d498,"C/ ANDREU NIN, 22",41.4347233,2.1817718,17,9,9
Bicing,45307942511011020db4625be2fba678,"AV. MERIDIANA, 40",41.3960652,2.1871959,6,11,6
Bicing,455446f63c8b93fac65bf23a56262efb,"C/ NÀPOLS, 344",41.4054458,2.1663172,15,13,13
Bicing,465d5fbd9f725cdd4dbdba1f0612ce64,"GRAN VIA DE LES CORTS CATALANES, 609",41.3893222,2.1678388,4,8,4
Bicing,468cdd79007124037cb4c49834f0f4c4,"GRAN VIA DE LES CORTS CATALANES,  981",41.4120452,2.1972673,1,17,1
Bicing,4695e42f21ff521e2f7f08ed7eda702d,"C/ ESPRONCEDA, 124",41.4065912,2.203028,11,14,11
Bicing,485e3dcc8a771641516691cbcf3631e2,"AV. DE LA CATEDRAL, 6",41.3850616,2.1766834,19,1,1
Bicing,4a30020e6926a2ba39f88be0f6bba5cb,"C/ SANT OLEGUER, 2",41.3775319,2.1707321,12,0,0
Bicing,4a63c1017c6874ca8491622dded0c3d3,"PL. URQUINAONA, 3",41.3893094,2.1727457,5,18,5
Bicing,4adedd174616ff28ded24a9ad859660f,"PG. ZONA FRANCA, 54",41.3545425,2.1433038,7,11,7
Bicing,4b6e4440cac580a0f4055d7468f2935e,"C/ DELS ENAMORATS, 49",41.4040525,2.181199,5,26,5
Bicing,4b706ced6b46617641ab8a7c2f09bc5f,"AV. JOSEP TARRADELLAS, 133",41.3900085,2.1432105,9,6,6
Bicing,4bb1fd0291adbb8f29ad93854e5d026b,"C/ PROVENÇA, 317",41.3988184485363,2.166735224916682,9,8,8
Bicing,4bdc1a278f6ce0475588aca3e87ed6ae,"AV. ROMA,  136",41.3852585,2.155089,4,12,4
Bicing,4d9eddb337a5445a36c262bc8358952d,"AV. MARQUÉS DE L'ARGENTERA,  3",41.383597,2.184171,16,4,4
Bicing,4dfd8455201f85dbdab1b9875c1d243d,"C/ ALEXANDRE GALÍ, 1-5",41.4239719,2.1812399,6,17,6
Bicing,4e166f81d275254f6d701f3ff3c80649,"C/ VILLAR, 2",41.4164824,2.1801094,8,24,8
Bicing,4e1e9b146f81a64487cce22816ff59af,"PTGE. MALUQUER, 16",41.4095489,2.1360313,0,27,0
Bicing,4ec39ba0bb29d1ca4292b40933dc6bb8,"C/ DE NIL FABRA, 16-20",41.4059356,2.1517977,4,14,4
Bicing,4edfad5f85ac5f41f71d030bb02c7a3d,"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,12,13,12
Bicing,4ee62fada6250687374151b4aeb039fa,"C/ ROGER, 24",41.3767538,2.1269152,3,24,3
Bicing,4f0c56ea18d30a06609a7947f8645968,"C/ SARDENYA, 465",41.4090922,2.1656378,0,24,0
Bicing,4f0cdc9d1e090de64755ea017b643f1e,PL. UNIVERSITAT,41.385503,2.1634768,5,14,5
Bicing,4f35587b5a87254f405a876d473846c4,SEU DEL DISTRICTE (NOU BARRIS),41.4363473,2.1706752,5,19,5
Bicing,4f57882bd9e80a8ba121bad1315b9d25,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,8,11,8
Bicing,4f6b0a073b67a22434cab65e4fedf4ad,"C/ LONDRES, 101-103",41.3936144,2.1507739,2,18,2
Bicing,4f7f0e5605acd664b3a57dfe7c90667b,"RAMBLA PRIM, 79",41.416043,2.2124993,32,0,0
Bicing,4fc2b099f144cfca9c0c0df278e371d2,"C/ PROVENÇA, 445",41.4048623,2.174799,2,14,2
Bicing,5030fd4c58f12bc3e15d661e4c969152,"C/ VILLENA, 1",41.38860659692564,2.1921945084594707,29,25,25
Bicing,508b30de9a0df2655f739a08903c7d45,PLAÇA ALFONS X EL SAVI / RONDA DEL GUINARDO,41.4121345,2.1652216,1,22,1
Bicing,515587ca0fcf6ecc240ae4ca9c4b40f0,"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",41.4345997,2.1585268,0,26,0
Bicing,52249e8f72004c480c1c6a8576e026b3,"C/ DEL COMTE D'URGELL, 75 B",41.3830299,2.1571646,14,9,9
Bicing,52fa73f978c70844a5df97a301a116b7,"C/ ROSSELLÓ, 354",41.4031491,2.1707947,3,22,3
Bicing,534be855dda9378f5803c7a7bf3d6f18,"RAMBLA DE GUIPÚSCOA, 103 /CANTÀBRIA",41.4200135,2.2016699,6,15,6
Bicing,53ce167862161ac3e0db641efe20d40a,"C/ NUMÀNCIA, 136",41.3878061,2.1344218,0,19,0
Bicing,542e07db8c95f24dd4f57175db5413dd,"C/ ARAGÓ, 614",41.4095069,2.1885055,6,14,6
Bicing,545622f1022747ed7f84d5e0d1cf184b,"C/ VALÈNCIA, 312 (xamfrà)",41.3950976,2.1666929,6,16,6
Bicing,54b26dd25ba58f0dfe77e914dc0c5867,"C/ PUJADES, 191",41.4026275,2.2017694,23,4,4
Bicing,54bd829993a3b684100ac9a064956b45,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),41.391313,2.1808391,14,16,14
Bicing,54ed62464266d6c6a9f500db64487420,"C/ VIRIAT, 43",41.3806074,2.1408633,3,17,3
Bicing,5562e2dd310db24f4e4ec3ea696d786d,"C/ CRISTÓBAL DE MOURA, 163 (xamfrà)",41.4135108,2.2093559,6,10,6
Bicing,558a9588c57f132d922efd3be50d01f8,PL. TERESA DE CLARAMUNT/C/ DELS FERROCARILS,41.3631066,2.1398322,8,24,8
Bicing,55ffdfb26f20df2d6ecefaec7f63843a,"C/ DIPUTACIÓ, 22",41.377846,2.150523,5,14,5
Bicing,5623abe908c3b96a5aceb962c0273f6a,PL. VICENÇ MARTORELL,41.3842634,2.1692556,15,5,5
Bicing,564381fdb919b9d87d5fe0401634b667,"C/ MARINA, 25-33",41.388143,2.195551,20,32,20
Bicing,56510ff03d4f05f12f0558f3b2c00592,"C/ COMERÇ, 36",41.3869612,2.1820169,18,1,1
Bicing,57f74aae4218dbfd66eddce174ff557f,"C/ SANT FRANCESC XAVIER, 1",41.4417001,2.1781553,5,5,5
Bicing,5869b4d6a0fb19d55cf197cf737b00e0,"AV. JOSEP TARRADELLAS, 27",41.3829333,2.1420704,1,19,1
Bicing,58abd7401d2bb160e3666d167cb3ad1b,C/ ARAGÓ 147,41.3847528,2.1546746,2,12,2
Bicing,58b2f4261bcad8e026d73a9e75a843f6,"C/ ROSSELLÓ, 557",41.4110754,2.1809764,1,30,1
Bicing,58fbf6dface3f876f372cf38e1f4297d,"C/ CLOT, 1",41.4063864,2.1874404,13,8,8
Bicing,595e572ca67b7fd58818285d5f751af7,"C/ LONDRES, 63",41.391756,2.148291,10,17,10
Bicing,5a6414864fcc3c3d8b88fa7c62aabbac,"270 - CRTA. DE RIBES, 77 (TRINITAT VELLA)",41.4486328,2.1898372,5,20,5
Bicing,5a6b4c6a6b38a2ed0eba51fd65e031a3,"C/ VILADOMAT,  2",41.3755747,2.1629349,18,7,7
Bicing,5a81f702076a4092dd6e7581ffc307ff,"GRAN DE GRÀCIA, 155 (METRO FONTANA)",41.4025392,2.1524704,2,20,2
Bicing,5ad61e30662fbc77da561d09aebbdc9f,"AV. MARQUÉS DE  L'ARGENTERA, 15",41.384844,2.185085,19,3,3
Bicing,5b5bd28eaaea32d5f45aa307a5b306b7,"AV. FRANCESC CAMBÓ, 10",41.3855644,2.1773214,21,0,0
Bicing,5ba9b6be5098ba3b2cbcb81149a5f7c6,"C/ CANTÀBRIA, 55",41.4224015,2.198071,16,8,8
Bicing,5c10c2dba1c5a8e8d9dcbb251fd8eab7,"RAMBLA DE L'ONZE DE SETEMBRE, 69",41.4299999,2.190246,17,8,8
Bicing,5dd9cb2366f74b3f39ced69bc1b27e63,"C/ DE RIBES, 59 B",41.39828,2.1830315,21,9,9
Bicing,5e5d2776870d78c58607c84eb4db80d6,"C/ BRUC, 20",41.3908381,2.1743743,7,15,7
Bicing,5e8a9a99852ecd51a4d45c378a80a320,"C/ RAMÓN TURRÓ, 160",41.3972809,2.1997869,13,12,12
Bicing,5e949bd62eec0a3872120b7300358308,PL. JESÚS CARRASCO,41.4450463,2.176726,2,16,2
Bicing,5eb9bb6fe3eb70e4a3250c05c5e46dc9,"C/ VALLDONZELLA, 2",41.384575738679445,2.166261693115219,3,14,3
Bicing,603359f89c4bd2f9e534261e8f834f48,"AV. DIAGONAL, 652",41.389462,2.1314948,1,24,1
Bicing,60e5da341ebfa80528cf1fd1995f8310,"C/ RIERA ALTA, 6",41.3806411,2.1671611,6,19,6
Bicing,614ca4a84009c33664c8489c909264f4,"C/ FELIU DE CASANOVA, 1",41.3754188,2.1297823,2,27,2
